tender_id,identified_date_key,decision_date_key,region_id,contractor_id,stage_id,reached_stage_id,bid_value,outcome,is_won,is_decided,contract_id
T1317,2024-03-04,2024-05-23,R05,K04,4,3,183087.46,Won,1,1,C0065
T1318,2025-10-12,2025-11-20,R04,K11,5,3,297812.44,Lost,0,1,
T1319,2024-04-15,2024-06-21,R04,K04,5,3,206735.73,Lost,0,1,
T1320,2025-02-23,2025-04-09,R01,K09,4,3,802925.01,Won,1,1,C0250
T1321,2024-01-30,2024-03-06,R07,K05,5,3,1109546.67,Lost,0,1,
T1322,2025-08-03,2025-09-16,R02,K07,4,3,348111.16,Won,1,1,C0341
T1323,2024-03-13,2024-05-05,R08,K09,5,3,647860.59,Lost,0,1,
T1324,2025-08-12,2025-09-26,R01,K01,4,3,548752.78,Won,1,1,C0344
T1325,2025-10-16,,R08,K04,3,3,396140.48,In progress,0,0,
T1326,2025-03-24,2025-05-23,R07,K03,5,3,1077729.63,Lost,0,1,
T1327,2024-02-23,2024-04-04,R01,K08,5,3,1009604.05,Lost,0,1,
T1328,2025-02-17,2025-05-20,R05,K10,5,3,1060183.08,Lost,0,1,
T1329,2025-06-18,2025-08-24,R01,K04,5,3,327715.44,Lost,0,1,
T1330,2024-05-27,2024-09-02,R04,K12,5,3,455895.57,Lost,0,1,
T1331,2025-11-01,,R05,K03,3,3,1032372.51,In progress,0,0,
T1332,2025-02-08,2025-03-26,R07,K03,5,3,1282485.51,Lost,0,1,
T1333,2025-11-16,2025-12-31,R05,K09,5,3,281937.38,Lost,0,1,
T1334,2025-02-15,2025-04-18,R01,K05,5,3,242474.05,Lost,0,1,
T1335,2025-09-25,2025-12-05,R04,K03,5,3,1082374.98,Lost,0,1,
T1336,2025-01-19,2025-03-23,R05,K07,5,3,690534.3,Lost,0,1,
T1337,2025-02-13,2025-05-02,R07,K04,5,3,914991.6,Lost,0,1,
T1338,2024-12-20,2025-01-25,R02,K05,5,3,309491.0,Lost,0,1,
T1339,2024-04-28,2024-05-26,R05,K01,5,3,231614.64,Lost,0,1,
T1340,2024-12-07,2025-01-20,R02,K06,5,3,204556.54,Lost,0,1,
T1341,2024-04-01,2024-07-05,R07,K06,5,3,762301.03,Lost,0,1,
T1342,2024-09-02,2024-11-16,R08,K02,5,3,734284.1,Lost,0,1,
T1343,2024-03-07,2024-06-12,R08,K04,4,3,442269.54,Won,1,1,C0069
T1344,2025-12-13,,R01,K02,2,2,713519.47,In progress,0,0,
T1345,2025-10-13,2025-11-30,R01,K11,4,3,388772.28,Won,1,1,C0375
T1346,2024-10-18,2024-11-09,R04,K10,5,3,586975.21,Lost,0,1,
T1347,2025-10-27,2025-12-26,R01,K10,4,3,235415.01,Won,1,1,C0381
T1348,2024-11-22,2025-01-30,R04,K03,5,3,372359.93,Lost,0,1,
T1349,2024-01-18,2024-03-07,R03,K01,4,3,1107788.53,Won,1,1,C0018
T1350,2025-04-15,2025-07-20,R08,K09,5,3,619240.7,Lost,0,1,
T1351,2025-05-31,2025-08-27,R01,K09,5,3,781341.15,Lost,0,1,
T1352,2024-05-26,2024-09-01,R02,K03,4,3,265742.88,Won,1,1,C0126
T1353,2024-12-22,2025-01-27,R04,K11,5,3,158701.89,Lost,0,1,
T1354,2025-04-18,2025-06-19,R02,K06,5,3,257432.01,Lost,0,1,
T1355,2024-10-07,2025-01-04,R07,K09,5,3,932007.84,Lost,0,1,
T1356,2025-05-13,2025-06-12,R01,K03,5,3,675751.16,Lost,0,1,
T1357,2025-08-24,2025-09-14,R08,K11,5,2,226206.57,Lost,0,1,
T1358,2024-01-04,2024-03-08,R08,K06,4,3,449567.89,Won,1,1,C0003
T1359,2025-11-17,,R03,K12,3,3,256144.62,In progress,0,0,
T1360,2025-01-18,2025-04-21,R01,K05,5,3,725929.7,Lost,0,1,
T1361,2025-11-26,,R03,K07,3,3,141431.59,In progress,0,0,
T1362,2025-06-20,2025-09-07,R03,K02,5,3,327853.28,Lost,0,1,
T1363,2024-03-27,2024-06-05,R02,K05,5,3,548157.06,Lost,0,1,
T1364,2025-06-22,2025-08-18,R04,K02,4,3,550315.0,Won,1,1,C0322
T1365,2025-06-27,2025-08-10,R07,K11,5,3,425753.63,Lost,0,1,
T1366,2025-12-09,2025-12-31,R05,K07,5,3,520811.09,Lost,0,1,
T1367,2025-01-13,2025-03-01,R02,K09,4,3,198598.97,Won,1,1,C0212
T1368,2024-01-04,2024-03-31,R03,K11,4,3,294049.32,Won,1,1,C0004
T1369,2025-09-17,2025-11-02,R04,K01,5,3,646556.85,Lost,0,1,
T1370,2025-02-04,2025-03-18,R07,K07,5,3,702819.45,Lost,0,1,
T1371,2024-01-27,2024-03-26,R03,K10,5,3,1619499.54,Lost,0,1,
T1372,2025-01-22,2025-02-23,R06,K08,5,3,2036059.62,Lost,0,1,
T1373,2025-11-01,,R05,K08,3,3,565975.86,In progress,0,0,
T1374,2024-02-12,2024-04-04,R02,K10,5,3,655434.55,Lost,0,1,
T1375,2025-10-07,,R05,K03,3,3,871082.61,In progress,0,0,
T1376,2025-11-05,2025-12-06,R01,K12,5,3,525018.75,Lost,0,1,
T1377,2025-01-31,2025-03-28,R03,K09,5,3,1949315.39,Lost,0,1,
T1378,2025-10-13,,R08,K05,3,3,292543.64,In progress,0,0,
T1379,2025-12-18,2025-12-31,R03,K10,5,3,432997.66,Lost,0,1,
T1380,2024-03-26,2024-06-15,R03,K12,5,3,330757.69,Lost,0,1,
T1381,2024-01-09,2024-03-13,R07,K05,5,3,393452.73,Lost,0,1,
T1382,2025-11-04,,R02,K01,3,3,157314.16,In progress,0,0,
T1383,2024-02-19,2024-04-10,R01,K05,5,3,240480.57,Lost,0,1,
T1384,2024-06-07,2024-07-03,R05,K02,5,3,249579.12,Lost,0,1,
T1385,2024-01-07,2024-03-23,R01,K06,5,3,606070.5,Lost,0,1,
T1386,2024-05-13,2024-06-22,R03,K12,4,3,610622.53,Won,1,1,C0124
T1387,2024-06-17,2024-08-30,R08,K07,5,3,554944.88,Lost,0,1,
T1388,2025-05-07,2025-05-28,R01,K10,5,3,123531.64,Lost,0,1,
T1389,2025-03-10,2025-05-12,R04,K04,5,3,411147.62,Lost,0,1,
T1390,2025-10-03,2025-11-10,R02,K04,4,3,262255.56,Won,1,1,C0369
T1391,2024-03-15,2024-05-24,R04,K09,5,3,275056.94,Lost,0,1,
T1392,2024-02-15,2024-04-07,R01,K04,4,3,342327.25,Won,1,1,C0042
T1393,2024-05-21,2024-07-02,R04,K11,5,3,114244.36,Lost,0,1,
T1394,2024-04-26,2024-06-13,R01,K12,5,3,390422.43,Lost,0,1,
T1395,2025-09-05,2025-11-26,R07,K08,5,3,1558728.22,Lost,0,1,
T1396,2024-01-06,2024-02-09,R03,K01,4,3,445442.49,Won,1,1,C0006
T1397,2024-03-30,2024-05-10,R04,K05,5,3,294225.03,Lost,0,1,
T1398,2024-03-11,2024-04-29,R07,K11,5,3,507438.35,Lost,0,1,
T1399,2024-07-18,2024-09-13,R02,K01,5,3,217637.32,Lost,0,1,
T1400,2024-11-05,2025-02-09,R08,K07,5,3,867389.82,Lost,0,1,
T1401,2024-04-28,2024-07-02,R08,K02,5,3,311693.27,Lost,0,1,
T1402,2025-07-16,2025-09-12,R03,K07,4,3,428924.28,Won,1,1,C0331
T1403,2024-03-25,2024-05-12,R05,K02,5,3,470083.3,Lost,0,1,
T1404,2025-09-05,2025-12-04,R01,K10,5,3,452956.47,Lost,0,1,
T1405,2024-12-15,2025-02-06,R04,K07,5,1,795715.01,Lost,0,1,
T1406,2025-12-08,,R08,K06,1,1,200542.35,In progress,0,0,
T1407,2025-03-17,2025-05-23,R07,K10,4,3,462643.95,Won,1,1,C0268
T1408,2025-10-13,,R08,K05,3,3,296878.93,In progress,0,0,
T1409,2024-12-06,2025-03-04,R03,K12,5,1,554447.13,Lost,0,1,
T1410,2025-03-15,2025-06-18,R04,K12,5,3,150947.68,Lost,0,1,
T1411,2025-03-18,2025-04-24,R05,K05,5,3,228702.91,Lost,0,1,
T1412,2025-01-30,2025-04-02,R03,K10,4,3,172823.97,Won,1,1,C0224
T1413,2025-03-13,2025-04-16,R05,K12,4,3,1524335.87,Won,1,1,C0261
T1414,2025-01-08,2025-02-12,R07,K09,5,3,163462.41,Lost,0,1,
T1415,2025-11-18,,R04,K09,2,2,523446.83,In progress,0,0,
T1416,2024-06-16,2024-08-16,R06,K02,4,3,1331102.03,Won,1,1,C0135
T1417,2024-06-15,2024-07-13,R04,K10,5,3,326277.7,Lost,0,1,
T1418,2025-04-12,2025-07-01,R04,K09,5,1,348953.05,Lost,0,1,
T1419,2025-12-15,2025-12-31,R03,K10,5,2,257477.11,Lost,0,1,
T1420,2025-04-14,2025-05-17,R02,K03,4,3,431229.78,Won,1,1,C0288
T1421,2024-01-28,2024-04-17,R03,K11,4,3,329140.94,Won,1,1,C0025
T1422,2024-01-15,2024-02-12,R01,K08,5,3,230977.82,Lost,0,1,
T1423,2025-01-20,2025-03-26,R08,K07,5,2,404588.04,Lost,0,1,
T1424,2025-01-04,2025-01-27,R08,K05,4,3,751227.65,Won,1,1,C0206
T1425,2025-04-01,2025-06-30,R02,K10,5,1,133865.02,Lost,0,1,
T1426,2024-05-22,2024-08-13,R08,K06,5,3,667273.69,Lost,0,1,
T1427,2024-12-26,2025-01-30,R04,K10,5,3,765275.07,Lost,0,1,
T1428,2025-02-24,2025-05-29,R07,K03,4,3,1559585.43,Won,1,1,C0252
T1429,2024-12-01,2025-03-02,R03,K07,5,3,672044.61,Lost,0,1,
T1430,2024-12-05,2025-02-10,R01,K08,5,3,841711.83,Lost,0,1,
T1431,2024-04-07,2024-05-18,R06,K05,5,3,2668089.4,Lost,0,1,
T1432,2024-02-12,2024-04-01,R07,K11,5,3,2073820.05,Lost,0,1,
T1433,2024-09-06,2024-10-14,R07,K11,4,3,1190227.27,Won,1,1,C0152
T1434,2024-12-31,2025-01-24,R08,K10,4,3,209562.17,Won,1,1,C0199
T1435,2025-09-25,2025-10-30,R01,K06,4,3,498332.74,Won,1,1,C0364
T1436,2024-08-13,2024-11-01,R06,K09,5,3,739490.5,Lost,0,1,
T1437,2025-02-13,2025-05-03,R06,K06,5,3,1354734.29,Lost,0,1,
T1438,2024-02-21,2024-04-09,R04,K12,5,3,229525.64,Lost,0,1,
T1439,2024-01-26,2024-03-06,R05,K05,5,3,969784.38,Lost,0,1,
T1440,2025-05-25,2025-08-06,R07,K09,5,1,508990.91,Lost,0,1,
T1441,2025-09-07,2025-10-02,R06,K03,4,3,932454.14,Won,1,1,C0354
T1442,2025-04-26,2025-05-29,R05,K12,5,3,341834.28,Lost,0,1,
T1443,2024-10-15,2024-12-28,R06,K01,5,3,635792.66,Lost,0,1,
T1444,2024-01-06,2024-03-14,R02,K01,5,3,123822.5,Lost,0,1,
T1445,2024-03-10,2024-05-16,R06,K12,5,3,710026.45,Lost,0,1,
T1446,2024-02-22,2024-05-08,R01,K09,4,3,374376.88,Won,1,1,C0050
T1447,2025-12-15,,R07,K05,3,3,1118004.7,In progress,0,0,
T1448,2025-12-28,2025-12-31,R05,K03,4,3,760420.99,Won,1,1,C0413
T1449,2025-10-18,,R08,K04,2,2,719165.05,In progress,0,0,
T1450,2024-08-21,2024-11-27,R01,K07,5,2,820940.12,Lost,0,1,
T1451,2024-03-15,2024-04-08,R06,K12,5,3,1096227.21,Lost,0,1,
T1452,2025-12-17,,R05,K08,3,3,532970.23,In progress,0,0,
T1453,2024-04-03,2024-06-07,R06,K01,4,3,1246336.07,Won,1,1,C0095
T1454,2024-04-11,2024-07-03,R01,K12,4,3,343829.72,Won,1,1,C0105
T1455,2025-09-01,2025-09-26,R06,K03,4,3,728266.79,Won,1,1,C0352
T1456,2025-01-08,2025-02-22,R02,K04,5,2,141419.16,Lost,0,1,
T1457,2025-01-19,2025-03-23,R03,K10,5,3,400142.97,Lost,0,1,
T1458,2024-05-31,2024-07-24,R05,K12,5,3,692685.31,Lost,0,1,
T1459,2025-04-29,2025-07-18,R06,K02,4,3,837708.75,Won,1,1,C0296
T1460,2025-07-11,2025-08-07,R02,K05,5,3,508172.95,Lost,0,1,
T1461,2024-11-19,2025-01-27,R03,K12,5,3,1082304.52,Lost,0,1,
T1462,2024-02-02,2024-02-26,R01,K10,5,3,587901.66,Lost,0,1,
T1463,2024-03-07,2024-05-16,R06,K07,5,3,1071556.85,Lost,0,1,
T1464,2025-10-04,2025-10-26,R01,K11,5,3,183728.57,Lost,0,1,
T1465,2024-04-10,2024-05-15,R08,K10,5,3,741367.05,Lost,0,1,
T1466,2024-01-10,2024-03-29,R04,K10,5,3,94255.64,Lost,0,1,
T1467,2025-11-15,,R06,K08,3,3,999219.98,In progress,0,0,
T1468,2024-11-23,2025-02-13,R06,K07,5,3,1030587.0,Lost,0,1,
T1469,2024-11-01,2025-02-06,R02,K11,4,3,365944.42,Won,1,1,C0176
T1470,2025-09-07,2025-11-02,R04,K12,5,3,373061.05,Lost,0,1,
T1471,2024-12-30,2025-03-09,R02,K08,4,3,282401.62,Won,1,1,C0198
T1472,2025-07-21,2025-08-27,R01,K01,4,3,257492.16,Won,1,1,C0333
T1473,2024-06-12,2024-08-30,R08,K02,5,1,436234.38,Lost,0,1,
T1474,2024-05-04,2024-05-28,R01,K10,5,3,255582.69,Lost,0,1,
T1475,2025-10-05,2025-11-11,R01,K08,4,3,696793.91,Won,1,1,C0370
T1476,2024-03-24,2024-05-23,R04,K01,4,3,432493.63,Won,1,1,C0089
T1477,2024-11-10,2024-12-25,R01,K12,4,3,486360.82,Won,1,1,C0180
T1478,2025-04-17,2025-05-19,R08,K09,5,3,409286.8,Lost,0,1,
T1479,2025-01-16,2025-02-06,R01,K09,5,3,373842.28,Lost,0,1,
T1480,2024-04-23,2024-07-18,R02,K11,5,2,379328.46,Lost,0,1,
T1481,2024-04-24,2024-07-29,R07,K09,5,3,991844.39,Lost,0,1,
T1482,2025-10-13,2025-12-02,R08,K12,4,3,1041726.47,Won,1,1,C0376
T1483,2025-02-19,2025-04-23,R02,K08,5,3,313996.15,Lost,0,1,
T1484,2025-02-20,2025-04-02,R06,K02,4,3,494647.84,Won,1,1,C0243
T1485,2025-11-11,2025-12-31,R06,K02,5,3,731891.24,Lost,0,1,
T1486,2025-05-11,2025-08-11,R08,K07,4,3,346977.62,Won,1,1,C0303
T1487,2025-10-02,2025-11-28,R01,K03,4,3,427889.04,Won,1,1,C0368
T1488,2025-11-23,,R03,K08,3,3,137635.62,In progress,0,0,
T1489,2025-03-13,2025-05-07,R01,K05,4,3,473831.74,Won,1,1,C0262
T1490,2024-02-25,2024-04-18,R02,K01,4,3,224068.23,Won,1,1,C0055
T1491,2024-11-26,2025-01-06,R08,K12,5,3,733853.89,Lost,0,1,
T1492,2025-12-22,,R01,K02,3,3,453361.05,In progress,0,0,
T1493,2024-07-28,2024-10-16,R08,K01,4,3,343809.17,Won,1,1,C0145
T1494,2025-10-04,2025-11-24,R05,K09,5,3,947275.73,Lost,0,1,
T1495,2024-01-24,2024-03-21,R07,K05,5,3,862753.06,Lost,0,1,
T1496,2025-11-11,,R06,K03,2,2,841921.2,In progress,0,0,
T1497,2024-11-28,2025-01-08,R05,K05,5,3,402924.77,Lost,0,1,
T1498,2024-09-22,2024-10-20,R07,K03,5,3,999997.15,Lost,0,1,
T1499,2025-06-09,2025-09-03,R02,K10,5,3,452803.69,Lost,0,1,
T1500,2025-03-26,2025-05-10,R03,K01,5,3,556709.14,Lost,0,1,
T1501,2025-08-10,2025-11-17,R05,K04,5,1,755186.6,Lost,0,1,
T1502,2025-05-28,2025-07-14,R02,K08,5,3,167142.96,Lost,0,1,
T1503,2024-01-08,2024-02-01,R02,K02,5,3,760662.09,Lost,0,1,
T1504,2025-03-27,2025-06-16,R05,K04,5,3,537048.01,Lost,0,1,
T1505,2024-09-09,2024-11-27,R01,K02,4,3,423598.89,Won,1,1,C0157
T1506,2024-06-29,2024-08-15,R04,K06,5,3,260325.11,Lost,0,1,
T1507,2024-03-22,2024-05-08,R08,K05,4,3,243051.11,Won,1,1,C0087
T1508,2025-08-28,2025-12-04,R06,K08,5,3,1029156.54,Lost,0,1,
T1509,2024-02-02,2024-03-25,R07,K04,5,3,508513.56,Lost,0,1,
T1510,2024-10-12,2024-11-20,R06,K09,5,3,1194544.29,Lost,0,1,
T1511,2025-11-25,2025-12-31,R06,K11,5,3,706004.42,Lost,0,1,
T1512,2025-02-17,2025-04-06,R05,K10,5,3,416755.41,Lost,0,1,
T1513,2024-11-25,2025-02-28,R05,K04,5,3,428053.14,Lost,0,1,
T1514,2025-03-04,2025-04-02,R02,K12,5,3,170734.97,Lost,0,1,
T1515,2025-04-20,2025-06-02,R06,K11,5,3,515402.77,Lost,0,1,
T1516,2025-01-02,2025-02-10,R07,K11,4,3,1119867.2,Won,1,1,C0203
T1517,2024-06-18,2024-08-20,R01,K02,5,3,512773.01,Lost,0,1,
T1518,2024-08-13,2024-09-17,R06,K02,5,3,1418346.49,Lost,0,1,
T1519,2024-11-07,2024-12-21,R01,K07,5,3,679234.04,Lost,0,1,
T1520,2024-10-25,2025-01-22,R06,K08,5,3,1252510.05,Lost,0,1,
T1521,2025-03-02,2025-06-09,R07,K12,5,2,480242.92,Lost,0,1,
T1522,2025-08-13,2025-09-14,R01,K10,5,3,172241.07,Lost,0,1,
T1523,2025-04-25,2025-07-11,R01,K05,5,3,340442.63,Lost,0,1,
T1524,2024-09-10,2024-12-04,R02,K09,5,3,395366.72,Lost,0,1,
T1525,2025-03-19,2025-05-21,R08,K02,5,3,213742.96,Lost,0,1,
T1526,2024-03-22,2024-06-13,R02,K11,5,3,748953.27,Lost,0,1,
T1527,2025-03-08,2025-05-28,R03,K09,5,3,293695.96,Lost,0,1,
T1528,2024-09-03,2024-09-24,R03,K06,5,3,420887.27,Lost,0,1,
T1529,2025-09-07,2025-11-29,R04,K03,4,3,398470.44,Won,1,1,C0355
T1530,2025-10-28,,R08,K07,3,3,334657.47,In progress,0,0,
T1531,2025-06-10,2025-09-17,R07,K02,4,3,771471.72,Won,1,1,C0318
T1532,2024-03-06,2024-04-09,R02,K10,5,3,270260.24,Lost,0,1,
T1533,2024-01-29,2024-04-20,R08,K04,4,3,714250.23,Won,1,1,C0027
T1534,2025-02-18,2025-05-24,R04,K04,5,3,474044.89,Lost,0,1,
T1535,2024-05-27,2024-08-24,R03,K03,5,3,364366.67,Lost,0,1,
T1536,2024-03-06,2024-05-07,R02,K10,5,3,238879.3,Lost,0,1,
T1537,2025-03-25,2025-06-27,R01,K08,5,3,196904.24,Lost,0,1,
T1538,2025-02-20,2025-05-25,R01,K11,4,3,748224.67,Won,1,1,C0244
T1539,2025-02-20,2025-04-22,R05,K10,5,3,820751.15,Lost,0,1,
T1540,2024-03-25,2024-06-22,R03,K11,5,3,342797.48,Lost,0,1,
T1541,2025-09-25,,R02,K10,2,2,439041.52,In progress,0,0,
T1542,2024-04-03,2024-06-22,R04,K02,4,3,360495.57,Won,1,1,C0096
T1543,2024-04-24,2024-07-21,R01,K01,4,3,466490.56,Won,1,1,C0116
T1544,2024-09-07,2024-10-05,R01,K05,4,3,352107.65,Won,1,1,C0154
T1545,2025-06-25,2025-08-13,R02,K11,5,3,495266.61,Lost,0,1,
T1546,2025-01-16,2025-04-02,R05,K12,5,3,2161903.63,Lost,0,1,
